Folder,Filename,Path,Description,Error
T12 Novembre A France/une_image_page/image_sans_texte,page_4.jpg,T12 Novembre A France/une_image_page/image_sans_texte/page_4.jpg,"a group of people standing on top of a bridge, surrounded by buildings, trees, and a wooden fence. The sky is visible in the background, and there are boards with text on them. The image is in black and white.",
T12 Novembre A France/une_image_page/image_sans_texte,page_9.jpg,T12 Novembre A France/une_image_page/image_sans_texte/page_9.jpg,"a man standing in the middle of a tunnel, holding an object in his hand. The tunnel appears to be a mineshaft, with a large pipe running along the side. The man is wearing a long-sleeved shirt and trousers, and has a determined expression on his face.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_44_bottom.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_44_bottom.jpg,a concrete wall with a metal pipe hanging from the ceiling. The pipe is cylindrical in shape and appears to be made of metal.,
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_12_bottom.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_12_bottom.jpg,"two people in a cave, one wearing a helmet and the other holding a flashlight. The walls of the cave are visible in the background.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_35_bottom.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_35_bottom.jpg,"a close up of a wooden beam in a room with a wall in the background. The beam is covered in rust, indicating that it has been exposed to the elements for some time.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_21_top.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_21_top.jpg,"a close up of a stone wall with a small hole in it. The wall is made up of several large rocks, and the hole is clearly visible in the center.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_30_top.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_30_top.jpg,"a man standing in the middle of a flooded street, holding an object in his hand. The water is visible at the bottom of the image, and there is a wall in the background.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_8_top.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_8_top.jpg,"an old brick wall with a small hole in it, surrounded by water. On the left side of the image, there are a few objects scattered on the ground.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_48_bottom.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_48_bottom.jpg,"an aerial view of a large body of water with a line running through it. The water is a deep blue color and the line is a bright white, creating a stark contrast against the blue of the water. The line is winding its way through the water, giving the impression of a vast expanse of water.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_25_top.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_25_top.jpg,"a close up of a brick wall with a white background. The bricks are arranged in a pattern, with some of them overlapping each other, creating a unique texture. The colors of the bricks range from light to dark, giving the wall a rustic and aged look.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_45_bottom.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_45_bottom.jpg,"a man standing in the middle of a dark tunnel, holding an object in his hand. The walls of the tunnel are visible in the background.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_22_bottom.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_22_bottom.jpg,"a man standing in a tunnel next to a body of water, holding an object in his hand. On the left side of the image there is a wall, and at the bottom there is text.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_32_top.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_32_top.jpg,"a close up of a wooden beam in a building, with rust visible on its surface.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_41_top.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_41_top.jpg,"a close up of a wooden ceiling with rust on it. The ceiling is composed of wooden planks, and the rust is visible on the surface of the wood.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_22_top.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_22_top.jpg,"an old photo of a tunnel with a lot of debris on the ground, including wooden sticks and other objects. The walls of the tunnel are visible in the background.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_27_bottom.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_27_bottom.jpg,"a man standing in the middle of a drainage ditch, surrounded by a tunnel. The water is visible at the bottom of the image, and there are a few objects scattered around the ditch.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_28_top.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_28_top.jpg,"a tunnel with a light at the end of it, and a body of water at the bottom. On the right side of the image, there is an object that is not clearly visible.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_31_top.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_31_top.jpg,"a close up of a concrete wall with a hole in it, and at the top of the image there is a ceiling. The wall appears to be a culvert, with a large crack running through it.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_48_top.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_48_top.jpg,"a close up of a concrete wall with a lot of dirt on it. The wall is made of concrete and has a rough texture. The dirt is visible on the surface of the wall, indicating that it has been exposed to the elements for some time.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_23_top.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_23_top.jpg,"a person standing next to a body of water, wearing a pair of boots.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_49_top.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_49_top.jpg,"a close up of a concrete wall with a hole in it, which appears to be a drainage system. The wall is made of concrete and has a rough, uneven surface. The hole in the wall is small and round, and is likely used to drain water from the system.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_42_bottom.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_42_bottom.jpg,"a concrete wall with a pipe running through it, and an object attached to the wall. At the bottom of the image, there is a watermark.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_52_bottom.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_52_bottom.jpg,"a set of stairs leading down to a body of water, with a wall on the left side. The water is flowing down the stairs, creating a tranquil atmosphere.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_32_bottom.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_32_bottom.jpg,"an old photo of a tunnel with a light at the end of it. The walls of the tunnel are visible, and the ceiling is visible at the top of the image.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_40_bottom.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_40_bottom.jpg,"a close up of a metal beam on a wall, with a red line running along its length. The beam appears to be made of metal, and the red line stands out against the grey of the wall.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_26_bottom.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_26_bottom.jpg,a river with water flowing over rocks and a rock in the middle. The water is crystal clear and the rocks are jagged and uneven. The rock is a light gray color and is situated in the center of the river.,
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_51_top.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_51_top.jpg,"a small pool of water in the middle of a room, with a wall in the background and a pipe on the left side. The water is flowing around the pool, creating a peaceful atmosphere.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_40_top.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_40_top.jpg,"a concrete structure with a lot of rust on it. The walls are made of concrete and the ceiling is visible at the top of the image. The rust is visible on the walls, giving the structure a weathered and aged look.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_8_bottom.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_8_bottom.jpg,"an old photo of a tunnel in the middle of a body of water, with a rock wall in the background. On the left side of the image, there are a few objects visible, and at the bottom of the picture there is some text.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_30_bottom.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_30_bottom.jpg,"a black and white photo of a river at night, with the water in the foreground and the sky in the background.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_10_bottom.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_10_bottom.jpg,a close up of a metal pipe attached to a brick wall. The pipe is cylindrical in shape and appears to be made of metal. It is connected to the wall by a wooden stick.,
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_43_top.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_43_top.jpg,"a concrete wall with a metal pipe attached to it, and a watermark at the bottom. The pipe appears to be a culvert, with a cylindrical shape and a flat top. It is connected to the wall by a series of pipes, and the watermark is visible in the background.",
